Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
GLS,Glutaminase,Protein Coding,O94925,56,GC02P190880,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS
GSN,Gelsolin,Protein Coding,P06396,56,GC09P121201,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN
MAOA,Monoamine Oxidase A,Protein Coding,P21397,56,GC0XP043654,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA
MSH2,MutS Homolog 2,Protein Coding,P43246,56,GC02P047403,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH2
MSH6,MutS Homolog 6,Protein Coding,P52701,56,GC02P047695,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6
MST1R,Macrophage Stimulating 1 Receptor,Protein Coding,Q04912,56,GC03M052472,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1R
TBK1,TANK Binding Kinase 1,Protein Coding,Q9UHD2,56,GC12P064451,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1
PRNP,Prion Protein,Protein Coding,F7VJQ1,55,GC20P004686,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP
FOLR1,Folate Receptor Alpha,Protein Coding,P15328,54,GC11P073280,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLR1
FOXO3,Forkhead Box O3,Protein Coding,O43524,54,GC06P108559,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3
KMT2A,Lysine Methyltransferase 2A,Protein Coding,Q03164,54,GC11P118436,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2A
NCF2,Neutrophil Cytosolic Factor 2,Protein Coding,P19878,54,GC01M184754,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF2
TPI1,Triosephosphate Isomerase 1,Protein Coding,P60174,54,GC12P006867,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPI1
BID,BH3 Interacting Domain Death Agonist,Protein Coding,P55957,53,GC22M017734,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BID
CASP2,Caspase 2,Protein Coding,P42575,53,GC07P152183,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2
CETP,Cholesteryl Ester Transfer Protein,Protein Coding,P11597,53,GC16P056961,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP
EZR,Ezrin,Protein Coding,P15311,53,GC06M158765,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR
FMO3,Flavin Containing Dimethylaniline Monoxygenase 3,Protein Coding,P31513,53,GC01P171090,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMO3
PDX1,Pancreatic And Duodenal Homeobox 1,Protein Coding,P52945,53,GC13P027921,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1
PRKAA1,Protein Kinase AMP-Activated Catalytic Subunit Alpha 1,Protein Coding,Q13131,53,GC05M040759,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA1
ROCK2,Rho Associated Coiled-Coil Containing Protein Kinase 2,Protein Coding,O75116,53,GC02M011377,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK2
SLC19A1,Solute Carrier Family 19 Member 1,Protein Coding,P41440,53,GC21M045493,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A1
ALOX12,"Arachidonate 12-Lipoxygenase, 12S Type",Protein Coding,P18054,52,GC17P007009,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12
ATP2A3,ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 3,Protein Coding,Q93084,52,GC17M003923,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A3
CCL11,C-C Motif Chemokine Ligand 11,Protein Coding,P51671,52,GC17P034285,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11
DCT,Dopachrome Tautomerase,Protein Coding,P40126,52,GC13M094436,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCT
EPHX1,Epoxide Hydrolase 1,Protein Coding,P07099,52,GC01P225810,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX1
PDHX,Pyruvate Dehydrogenase Complex Component X,Protein Coding,O00330,52,GC11P034894,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHX
SIK2,Salt Inducible Kinase 2,Protein Coding,Q9H0K1,52,GC11P112129,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK2
TOP2B,DNA Topoisomerase II Beta,Protein Coding,Q02880,52,GC03M025598,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2B
VIPR1,Vasoactive Intestinal Peptide Receptor 1,Protein Coding,P32241,52,GC03P042490,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPR1
WNT10A,Wnt Family Member 10A,Protein Coding,Q9GZT5,52,GC02P218965,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10A
APPL1,"Adaptor Protein, Phosphotyrosine Interacting With PH Domain And Leucine Zipper 1",Protein Coding,Q9UKG1,51,GC03P057227,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APPL1
ATF3,Activating Transcription Factor 3,Protein Coding,P18847,51,GC01P212565,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF3
DVL2,Dishevelled Segment Polarity Protein 2,Protein Coding,O14641,51,GC17M007225,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL2
GAL,Galanin And GMAP Prepropeptide,Protein Coding,P22466,51,GC11P073118,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAL
IRF3,Interferon Regulatory Factor 3,Protein Coding,Q14653,51,GC19M049659,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF3
NRIP1,Nuclear Receptor Interacting Protein 1,Protein Coding,P48552,51,GC21M014961,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRIP1
OCLN,Occludin,Protein Coding,Q16625,51,GC05P069492,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCLN
PPARA,Peroxisome Proliferator Activated Receptor Alpha,Protein Coding,Q07869,51,GC22P046150,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARA
SLC22A6,Solute Carrier Family 22 Member 6,Protein Coding,Q4U2R8,51,GC11M109117,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A6
CCL5,C-C Motif Chemokine Ligand 5,Protein Coding,P13501,50,GC17M035871,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5
ELN,Elastin,Protein Coding,P15502,50,GC07P074027,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN
H6PD,Hexose-6-Phosphate Dehydrogenase/Glucose 1-Dehydrogenase,Protein Coding,O95479,50,GC01P009234,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H6PD
MAOB,Monoamine Oxidase B,Protein Coding,P27338,50,GC0XM043766,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOB
PRL,Prolactin,Protein Coding,P01236,50,GC06M022287,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL
PTPRU,Protein Tyrosine Phosphatase Receptor Type U,Protein Coding,Q92729,50,GC01P029236,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRU
SFRP1,Secreted Frizzled Related Protein 1,Protein Coding,Q8N474,50,GC08M041262,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP1
SULT2A1,Sulfotransferase Family 2A Member 1,Protein Coding,Q06520,50,GC19M047870,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2A1
TFAM,"Transcription Factor A, Mitochondrial",Protein Coding,Q00059,50,GC10P058385,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM
CEACAM3,CEA Cell Adhesion Molecule 3,Protein Coding,P40198,49,GC19P041796,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM3
GLRX,Glutaredoxin,Protein Coding,P35754,49,GC05M095752,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX
GNE,Glucosamine (UDP-N-Acetyl)-2-Epimerase/N-Acetylmannosamine Kinase,Protein Coding,Q9Y223,49,GC09M036214,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNE
IFNB1,Interferon Beta 1,Protein Coding,P01574,49,GC09M021077,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNB1
IL9,Interleukin 9,Protein Coding,P15248,49,GC05M135891,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL9
ITPKB,Inositol-Trisphosphate 3-Kinase B,Protein Coding,P27987,49,GC01M226631,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPKB
IYD,Iodotyrosine Deiodinase,Protein Coding,Q6PHW0,49,GC06P150368,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IYD
SOD3,Superoxide Dismutase 3,Protein Coding,P08294,49,GC04P024798,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3
TICAM1,TIR Domain Containing Adaptor Molecule 1,Protein Coding,Q8IUC6,49,GC19M004815,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TICAM1
UCP3,Uncoupling Protein 3,Protein Coding,P55916,49,GC11M074000,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP3
GHRL,Ghrelin And Obestatin Prepropeptide,Protein Coding,Q9UBU3,48,GC03M010285,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRL
SNCG,Synuclein Gamma,Protein Coding,O76070,48,GC10P098404,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCG
ADI1,Acireductone Dioxygenase 1,Protein Coding,Q9BV57,47,GC02M003512,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADI1
PLEK,Pleckstrin,Protein Coding,P08567,47,GC02P068365,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEK
SLPI,Secretory Leukocyte Peptidase Inhibitor,Protein Coding,P03973,47,GC20M045252,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLPI
CCL3,C-C Motif Chemokine Ligand 3,Protein Coding,P10147,46,GC17M036088,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3
DIO2,Iodothyronine Deiodinase 2,Protein Coding,Q92813,46,GC14M080197,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO2
ITPKA,Inositol-Trisphosphate 3-Kinase A,Protein Coding,P23677,46,GC15P041493,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPKA
MLLT3,MLLT3 Super Elongation Complex Subunit,Protein Coding,P42568,46,GC09M020341,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT3
MYBBP1A,MYB Binding Protein 1a,Protein Coding,Q9BQG0,46,GC17M004538,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBBP1A
SLC16A4,Solute Carrier Family 16 Member 4,Protein Coding,O15374,46,GC01M110362,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A4
TTF2,Transcription Termination Factor 2,Protein Coding,Q9UNY4,46,GC01P117060,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF2
CXCL9,C-X-C Motif Chemokine Ligand 9,Protein Coding,Q07325,45,GC04M076001,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9
DEFA1,Defensin Alpha 1,Protein Coding,P59665,45,GC08M006977,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA1
MLLT11,MLLT11 Transcription Factor 7 Cofactor,Protein Coding,Q13015,41,GC01P154470,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT11
GSTT2,Glutathione S-Transferase Theta 2 (Gene/Pseudogene),Protein Coding,P0CG29,40,GC22P023980,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTT2
KCNQ1OT1,KCNQ1 Opposite Strand/Antisense Transcript 1,RNA Gene,,30,GC11M008063,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1
CASC2,Cancer Susceptibility 2,RNA Gene,Q8IU53,29,GC10P118046,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC2
DANCR,Differentiation Antagonizing Non-Protein Coding RNA,RNA Gene,P0C864,26,GC04P052712,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DANCR
RMRP,RNA Component Of Mitochondrial RNA Processing Endoribonuclease,RNA Gene,,26,GC09M035655,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP
TLX1NB,TLX1 Neighbor,RNA Gene,P0CAT3,26,GC10M101090,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLX1NB
DIRC3,Disrupted In Renal Carcinoma 3,RNA Gene,,25,GC02M217284,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIRC3
HOTTIP,HOXA Distal Transcript Antisense RNA,RNA Gene,,25,GC07P027198,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTTIP
LINC00473,Long Intergenic Non-Protein Coding RNA 473,RNA Gene,A8K010,25,GC06M165328,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00473
MIR126,MicroRNA 126,RNA Gene,,25,GC09P136670,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126
DGCR5,DiGeorge Syndrome Critical Region Gene 5,RNA Gene,,24,GC22P051756,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR5
LINC01587,Long Intergenic Non-Protein Coding RNA 1587,RNA Gene,Q99440,24,GC04P005524,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01587
MIR155,MicroRNA 155,RNA Gene,,24,GC21P025573,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155
MIR223,MicroRNA 223,RNA Gene,,24,GC0XP066018,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223
MIR93,MicroRNA 93,RNA Gene,,24,GC07M103953,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93
SNHG7,Small Nucleolar RNA Host Gene 7,RNA Gene,,24,GC09M138183,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG7
MCM3AP-AS1,MCM3AP Antisense RNA 1,RNA Gene,,23,GC21P046445,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3AP-AS1
BCYRN1,Brain Cytoplasmic RNA 1,RNA Gene,,22,GC02P047253,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1
CARMN,Cardiac Mesoderm Enhancer-Associated Non-Coding RNA,RNA Gene,,22,GC05P149397,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMN
LOXL1-AS1,LOXL1 Antisense RNA 1,RNA Gene,,22,GC15M133368,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL1-AS1
MIR193A,MicroRNA 193a,RNA Gene,,22,GC17P031559,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A
MIR92A1,MicroRNA 92a-1,RNA Gene,,22,GC13P091616,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A1
SNHG16,Small Nucleolar RNA Host Gene 16,RNA Gene,,22,GC17P076544,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG16
CBR3-AS1,CBR3 Antisense RNA 1,RNA Gene,,21,GC21M036090,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR3-AS1
HAGLR,HOXD Antisense Growth-Associated Long Non-Coding RNA,RNA Gene,,21,GC02M176172,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLR
LINC00265,Long Intergenic Non-Protein Coding RNA 265,RNA Gene,,21,GC07P039700,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00265
MIR4435-2HG,MIR4435-2 Host Gene,RNA Gene,,21,GC02M112060,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4435-2HG
MIR551A,MicroRNA 551a,RNA Gene,,21,GC01M003560,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR551A
RN7SL1,RNA Component Of Signal Recognition Particle 7SL1,RNA Gene,,21,GC14P049546,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL1
SNHG17,Small Nucleolar RNA Host Gene 17,RNA Gene,,21,GC20M038785,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG17
LINC00504,Long Intergenic Non-Protein Coding RNA 504,RNA Gene,,20,GC04M014478,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00504
FOXP1-IT1,FOXP1 Intronic Transcript 1,RNA Gene,,19,GC03M071570,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP1-IT1
LINC00665,Long Intergenic Non-Protein Coding RNA 665,RNA Gene,,19,GC19M080864,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00665
NR2F2-AS1,NR2F2 Antisense RNA 1,RNA Gene,,19,GC15M133955,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F2-AS1
LINC00702,Long Intergenic Non-Protein Coding RNA 702,RNA Gene,,18,GC10M004201,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00702
LINC00963,Long Intergenic Non-Protein Coding RNA 963,RNA Gene,,18,GC09P130154,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00963
MIR92A2,MicroRNA 92a-2,RNA Gene,,18,GC0XM134375,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A2
TTTY10,"Testis-Specific Transcript, Y-Linked 10",RNA Gene,Q9BZA0,18,GC0YM020375,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY10
LINC00844,Long Intergenic Non-Protein Coding RNA 844,RNA Gene,,17,GC10P058999,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00844
LINC01618,Long Intergenic Non-Protein Coding RNA 1618,RNA Gene,,17,GC04P052873,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01618
LINC02882,Long Intergenic Non-Protein Coding RNA 2882,RNA Gene,,17,GC12M073212,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02882
PCAT7,Prostate Cancer Associated Transcript 7,RNA Gene,,17,GC09P095358,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT7
PWAR1,Prader Willi/Angelman Region RNA 1,RNA Gene,,17,GC15P025135,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR1
ARF4-AS1,ARF4 Antisense RNA 1,RNA Gene,,16,GC03P057597,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF4-AS1
LINC01258,Long Intergenic Non-Protein Coding RNA 1258,RNA Gene,,16,GC04M038423,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01258
LINC01725,Long Intergenic Non-Protein Coding RNA 1725,RNA Gene,,16,GC01M083348,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01725
LINC02955,Long Intergenic Non-Protein Coding RNA 2955,RNA Gene,,16,GC12P028712,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02955
NPTN-IT1,NPTN Intronic Transcript 1,RNA Gene,,16,GC15M073566,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTN-IT1
THORLNC,Testis Associated Oncogenic LncRNA,RNA Gene,,16,GC02M118133,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THORLNC
MIR4746,MicroRNA 4746,RNA Gene,,15,GC19P006148,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4746
RASSF1-AS1,RASSF1 Antisense RNA 1,RNA Gene,,15,GC03P050337,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF1-AS1
STAG3L5P-PVRIG2P-PILRB,STAG3L5P-PVRIG2P-PILRB Readthrough,RNA Gene,,15,GC07P100336,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L5P-PVRIG2P-PILRB
LINC02895,Long Intergenic Non-Protein Coding RNA 2895,RNA Gene,,14,GC15M038012,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02895
MIR3184,MicroRNA 3184,RNA Gene,,14,GC17M030117,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3184
MIR4667,MicroRNA 4667,RNA Gene,,14,GC09P052004,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4667
MIR4747,MicroRNA 4747,RNA Gene,,13,GC19P006179,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4747
ENSG00000230490,Novel Transcript,RNA Gene,,12,GC13M038427,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000230490
ENSG00000245768,Novel Transcript,RNA Gene,,12,GC16P058733,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000245768
ENSG00000250519,Novel Transcript,RNA Gene,,12,GC11P094182,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000250519
ENSG00000258081,Novel Transcript,RNA Gene,,12,GC14P038490,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258081
MIR1268A,MicroRNA 1268a,RNA Gene,,12,GC15M022225,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1268A
ENSG00000235450,Novel Transcript,RNA Gene,,10,GC07M091366,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000235450
ENSG00000251216,Novel Transcript,RNA Gene,,10,GC04M173924,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000251216
LOC101927560,Uncharacterized LOC101927560,RNA Gene,,10,GC01M083801,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927560
MIR3675,MicroRNA 3675,RNA Gene,,10,GC01M016858,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3675
MIR6784,MicroRNA 6784,RNA Gene,,10,GC17M045114,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6784
MIR6875,MicroRNA 6875,RNA Gene,,10,GC07P100868,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6875
MIR6762,MicroRNA 6762,RNA Gene,,9,GC12P113291,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6762
MIR6777,MicroRNA 6777,RNA Gene,,9,GC17M017814,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6777
ENSG00000253288,Novel Transcript,RNA Gene,,8,GC08M137749,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000253288
ENSG00000276609,,RNA Gene,,8,GC07P027200,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000276609
lnc-IQCM-2,,RNA Gene,,8,GC04M149353,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IQCM-2
lnc-HMGXB4-8,,RNA Gene,,7,GC22P052311,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HMGXB4-8
ENSG00000277469,,RNA Gene,,6,GC07P027202,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277469
ENSG00000277553,,RNA Gene,,6,GC07P027206,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277553
ENSG00000278708,,RNA Gene,,6,GC07P027201,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000278708
MK280073-022,,RNA Gene,,6,GC01M172595,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-022
MK280073-023,,RNA Gene,,6,GC01P173326,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-023
MK280073-058,,RNA Gene,,6,GC10P112107,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-058
MK280073-120,,RNA Gene,,6,GC12P089444,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-120
MK280073-197,,RNA Gene,,6,GC15P055965,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-197
MK280073-202,,RNA Gene,,6,GC15M133411,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-202
MK280073-346,,RNA Gene,,6,GC02M060134,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-346
MK280073-501,,RNA Gene,,6,GC04M181631,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-501
MK280073-521,,RNA Gene,,6,GC05P078685,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-521
MK280073-008,,RNA Gene,,5,GC01P059371,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-008
MK280073-013,,RNA Gene,,5,GC01M067179,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-013
MK280073-020,,RNA Gene,,5,GC01P092548,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-020
MK280073-025,,RNA Gene,,5,GC01P185641,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-025
MK280073-049,,RNA Gene,,5,GC10M076146,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-049
MK280073-052,,RNA Gene,,5,GC10P099794,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-052
MK280073-055,,RNA Gene,,5,GC10M094717,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-055
MK280073-059,,RNA Gene,,5,GC10P112254,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-059
MK280073-060,,RNA Gene,,5,GC10M117083,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-060
MK280073-063,,RNA Gene,,5,GC10P129576,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-063
MK280073-083,,RNA Gene,,5,GC11P086684,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-083
MK280073-093,,RNA Gene,,5,GC11P128143,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-093
MK280073-121,,RNA Gene,,5,GC12P094826,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-121
MK280073-164,,RNA Gene,,5,GC14P039499,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-164
MK280073-175,,RNA Gene,,5,GC14P054332,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-175
